especie,fecha,apertura,maximo,minimo,cierre
MERVAL,03-31-04,1198.56995,1212.55,1197.07,1201.66003
MERVAL,04-01-04,1202.14001,1217.94,1202.14,1211.27002
MERVAL,04-02-04,1212.27002,1221.38,1196.77,1197.54004
MERVAL,04-06-04,1198.04004,1202.49,1187.22,1190.92004
MERVAL,04-07-04,1190.87,1190.87,1169.27,1182.35999
MERVAL,04-12-04,1182.35999,1185.31,1169.09,1177.80005
MERVAL,04-13-04,1178.30005,1202.5,1178.3,1202.5
MERVAL,04-14-04,1200.5,1205.32,1189.88,1192.15002
MERVAL,04-15-04,1191.60999,1191.61,1171,1175.63
MERVAL,04-16-04,1175.63,1175.63,1161.4,1162.80005
MERVAL,04-19-04,1164.30005,1170.21,1126.67,1131.37
MERVAL,04-20-04,1131.64001,1141.55,1102.58,1108.44995
MERVAL,04-21-04,1108.31006,1109.77,1077.59,1084.78003
MERVAL,04-22-04,1085.89001,1104.93,1084.89,1092.40002
MERVAL,04-23-04,1092.18005,1142.96,1075.24,1142.95996
MERVAL,04-26-04,1144.18005,1165.8,1137.3,1153.62
MERVAL,04-27-04,1152.14001,1157.4,1132.82,1138.06995
MERVAL,04-28-04,1138.06995,1141.51,1124.73,1133.21997
MERVAL,04-29-04,1131.13,1134.2,1099.25,1104.16003
MERVAL,04-30-04,1107.30005,1108.28,1073.75,1077.93005
MERVAL,05-03-04,1078.05005,1078.05,1049.17,1074.19995
MERVAL,05-04-04,1074.19995,1096.1,1074.2,1077.69995
MERVAL,05-05-04,1080.83997,1087.1,1075.45,1082.93005
MERVAL,05-06-04,1081.78003,1082.93,1050.03,1054.93994
MERVAL,05-07-04,1054.93994,1054.94,990.7,1005.87
MERVAL,05-10-04,1005.87,1005.87,920.15,921.71997
MERVAL,05-11-04,941.44,969.48,941.44,955.85999
MERVAL,05-12-04,955.85999,955.86,903.02,940.39001
MERVAL,05-13-04,940.39001,955.71,913.03,913.54999
MERVAL,05-14-04,913.63,918.74,883.46,900.42999
MERVAL,05-17-04,892.67999,892.68,836.87,839.92999
MERVAL,05-18-04,858.56,869.22,828.34,844.29999
MERVAL,05-19-04,848.56,909.25,848.56,896.10999
MERVAL,05-20-04,897.46997,902.32,879.71,890.19
MERVAL,05-21-04,891.23999,929.85,890.19,920.78998
MERVAL,05-24-04,923.21997,943.05,923.22,943.04999
MERVAL,05-26-04,942.13,971.15,942.13,942.27002
MERVAL,05-27-04,943.33002,957.17,940.39,957.16998
MERVAL,05-28-04,957.78003,979.63,955.66,970.41998
MERVAL,05-31-04,970.41998,978.66,945.6,952.62
MERVAL,06-01-04,954.5,975.62,954.5,975.62
MERVAL,06-02-04,975.95001,982.78,960.38,977.37
MERVAL,06-03-04,975.28003,978.42,949.94,952.20001
MERVAL,06-04-04,952.70001,955.84,918.43,928.67999
MERVAL,06-07-04,928.67999,937.92,920.04,934.04999
MERVAL,06-08-04,932.84003,940.66,930.5,932.95001
MERVAL,06-09-04,931.46002,931.46,902.48,904.21997
MERVAL,06-10-04,904.21997,906.02,880.73,884.95001
MERVAL,06-11-04,884.45001,893.67,881.09,885.40997
MERVAL,06-14-04,885.40997,885.41,854.24,855.02002
MERVAL,06-15-04,855.23999,886.74,853.33,886.73999
MERVAL,06-16-04,886.73999,913.98,883.36,909.29999
MERVAL,06-17-04,909.29999,927.94,901.65,909.69
MERVAL,06-18-04,910.34998,951.26,908.23,951.16998
MERVAL,06-22-04,950.66998,959.06,941.75,955.03003
MERVAL,06-23-04,955.19,967.92,950.96,960.84998
MERVAL,06-24-04,960.84998,960.85,937.6,938.65997
MERVAL,06-25-04,939.97998,940.69,915.32,931.76001
MERVAL,06-28-04,931.76001,938.31,920.04,922.59998
MERVAL,06-29-04,922.59998,935.69,918.75,933.48999
MERVAL,06-30-04,935.58002,947.5,932.62,945.45001
MERVAL,07-01-04,945.89001,963.05,941.03,951.17999
MERVAL,07-02-04,951.47998,970.33,951.48,967.67999
MERVAL,07-05-04,967.67999,979.93,967.68,979.92999
MERVAL,07-06-04,977.26001,983.89,968.8,969.91998
MERVAL,07-07-04,970.32001,978.38,963.55,969.95001
MERVAL,07-08-04,969.34998,986.59,967.53,985.53998
MERVAL,07-12-04,985.79999,991.51,979.85,986.53998
MERVAL,07-13-04,986.39001,986.69,948.2,950.56
MERVAL,07-14-04,949.90002,982.05,947.48,972.35999
MERVAL,07-15-04,975.62,980.29,955.83,962.51001
MERVAL,07-16-04,962.81,975.04,950.09,961.60999
MERVAL,07-19-04,961.60999,961.76,950.38,953.65997
MERVAL,07-20-04,953.65997,989.36,953.66,989.35999
MERVAL,07-21-04,991.40997,994.67,981.57,981.90997
MERVAL,07-22-04,980.83002,981.16,971.43,979.21997
MERVAL,07-23-04,977.89001,977.89,967.55,975.41998
MERVAL,07-26-04,975.41998,975.57,952.72,953.13
MERVAL,07-27-04,954.28998,963.06,927.79,939.91998
MERVAL,07-28-04,939.91998,949.15,934.13,949.15002
MERVAL,07-29-04,949.15002,959.75,946.36,954.92999
MERVAL,07-30-04,954.92999,968.2,954.24,966.09998
MERVAL,08-02-04,963.44,965.75,955.04,962.40997
MERVAL,08-03-04,962.88,969.09,956.88,969.09003
MERVAL,08-04-04,967.88,984.47,967.88,983.79999
MERVAL,08-05-04,983.95001,994.9,973.65,973.77002
MERVAL,08-06-04,974.23999,984.28,960.6,964.10999
MERVAL,08-09-04,964.40002,967.74,955.81,963.70001
MERVAL,08-10-04,962.71997,968.64,958.46,967.62
MERVAL,08-11-04,965.12,966.54,954.38,957.02002
MERVAL,08-12-04,957.02002,961.15,949.69,954.87
MERVAL,08-13-04,954.87,954.87,932.47,934.03003
MERVAL,08-17-04,934.17999,939.72,926.94,938.03003
MERVAL,08-18-04,938.19,952.78,938.19,952.78003
MERVAL,08-19-04,952.78003,957.73,943.21,944.70001
MERVAL,08-20-04,944.70001,944.7,935.76,937.26001
MERVAL,08-23-04,937.26001,941.61,934.58,936.46997
MERVAL,08-24-04,936.54999,945.87,936.24,940.02002
MERVAL,08-25-04,940.33002,942.11,924.11,942.03003
MERVAL,08-26-04,942.16998,942.17,933.64,940.20001
MERVAL,08-27-04,940.20001,952.23,940.2,950.54999
MERVAL,08-30-04,950.54999,966.38,950.55,962.62
MERVAL,08-31-04,963.07001,965.96,950.87,952.14001
MERVAL,09-01-04,951.01001,962.66,948.98,962.65997
MERVAL,09-02-04,963.59003,976.23,963.59,976.22998
MERVAL,09-03-04,976.53998,987,974.1,986.54999
MERVAL,09-06-04,986.85999,998.11,986.48,997.83002
MERVAL,09-07-04,997.83002,1006.08,987.28,988.54999
MERVAL,09-08-04,988.54999,990.81,979.72,986.73999
MERVAL,09-09-04,985.40997,1001.18,985.41,995.53003
MERVAL,09-10-04,995.97998,1004.36,995.98,1002.54999
MERVAL,09-13-04,1003.09998,1028.67,1003.1,1025.39001
MERVAL,09-14-04,1025.91003,1040.82,1021.92,1037.91003
MERVAL,09-15-04,1037.31006,1048.13,1025.76,1026.41003
MERVAL,09-16-04,1028.08997,1045.28,1028.09,1045.28003
MERVAL,09-17-04,1045.43994,1062.37,1041.62,1056.90002
MERVAL,09-20-04,1057.28003,1073.6,1057.28,1066.75
MERVAL,09-21-04,1066.75,1089.1,1059.21,1089.09998
MERVAL,09-22-04,1089.40002,1097.58,1080.7,1085.81006
MERVAL,09-23-04,1084.72998,1107.91,1083.36,1101.10999
MERVAL,09-24-04,1101.70996,1113.8,1096.27,1098.97998
MERVAL,09-27-04,1098.97998,1114.43,1094.5,1112.96997
MERVAL,09-28-04,1114.18005,1140.01,1114.18,1132.35999
MERVAL,09-29-04,1132.35999,1151.17,1129.51,1147.12
MERVAL,09-30-04,1147.73999,1157.75,1137.24,1142.5
MERVAL,10-01-04,1144.37,1166.24,1144.37,1160.12
MERVAL,10-04-04,1162.62,1175.21,1156.54,1167.08997
MERVAL,10-05-04,1167.47998,1171.15,1126.4,1135.37
MERVAL,10-06-04,1134.90002,1136.53,1122.19,1128
MERVAL,10-07-04,1128,1148.21,1128,1140.26001
MERVAL,10-08-04,1141.14001,1142.92,1122.04,1128.73999
MERVAL,10-12-04,1127.80005,1138.9,1113.31,1138.06006
MERVAL,10-13-04,1138.68005,1165.66,1136.51,1165.66003
MERVAL,10-14-04,1166.01001,1200.23,1166.01,1192.65002
MERVAL,10-15-04,1191.12,1233.78,1187.34,1228.84998
MERVAL,10-18-04,1229.04004,1262.39,1229.04,1243.94995
MERVAL,10-19-04,1243.94995,1256.98,1210.87,1215.42004
MERVAL,10-20-04,1214.05005,1219.34,1195.71,1215.23999
MERVAL,10-21-04,1219.60999,1245.14,1219.61,1234.56006
MERVAL,10-22-04,1234.78003,1242.93,1200.34,1204.45996
MERVAL,10-25-04,1204.88,1211.3,1183.65,1209.46997
MERVAL,10-26-04,1208.55005,1227.06,1201.68,1225.34998
MERVAL,10-27-04,1226.88,1286.08,1226.88,1286.07996
MERVAL,10-28-04,1283.54004,1309.3,1274.47,1280.77002
MERVAL,10-29-04,1281.71997,1288.4,1268.19,1287.14001
MERVAL,11-01-04,1287.72998,1324.37,1287.73,1314.5
MERVAL,11-02-04,1314.73999,1324.41,1297.73,1299.92004
MERVAL,11-03-04,1306.03003,1314.11,1284.38,1289.42004
MERVAL,11-04-04,1292.47998,1303.61,1271.82,1302.90002
MERVAL,11-05-04,1302.90002,1334.09,1302.9,1325.17004
MERVAL,11-08-04,1325.51001,1339.64,1293.39,1296.95996
MERVAL,11-09-04,1293.90002,1297.11,1271.55,1286.18994
MERVAL,11-10-04,1286.18994,1303.33,1284.61,1297.22998
MERVAL,11-11-04,1297.65002,1304.24,1276.03,1284.26001
MERVAL,11-12-04,1285.41003,1300.81,1255.41,1257.59998
MERVAL,11-15-04,1259.30005,1259.3,1216.29,1247.81006
MERVAL,11-16-04,1247.81006,1270.33,1246.78,1257.75
MERVAL,11-17-04,1261.09998,1278.52,1261.1,1262.14001
MERVAL,11-18-04,1258.31995,1267.26,1243.74,1263.63
MERVAL,11-19-04,1268.90002,1276,1242.95,1254.44995
MERVAL,11-22-04,1253.35999,1253.36,1183.76,1193.37
MERVAL,11-23-04,1193.37,1211.58,1175.34,1204.14001
MERVAL,11-24-04,1202.60999,1202.67,1173.94,1182.17004
MERVAL,11-25-04,1177.57996,1195.36,1177.58,1187.31995
MERVAL,11-26-04,1187.31995,1197.62,1182.28,1183.16003
MERVAL,11-29-04,1183.16003,1186.67,1156.66,1167.45996
MERVAL,11-30-04,1168.08997,1213.47,1167.16,1213.08997
MERVAL,12-01-04,1213.08997,1234.01,1211.63,1220.94995
MERVAL,12-02-04,1222.47998,1236.06,1186.39,1193.58997
MERVAL,12-03-04,1193.58997,1220.61,1192.06,1218.75
MERVAL,12-06-04,1220.28003,1225.68,1210.41,1223.54004
MERVAL,12-07-04,1226.65002,1229.35,1202.47,1204.62
MERVAL,12-09-04,1204.62,1219.15,1189.89,1219
MERVAL,12-10-04,1222.12,1239.24,1222.12,1234.30005
MERVAL,12-13-04,1234.78003,1243.74,1225.87,1233.31995
MERVAL,12-14-04,1233.94995,1243.34,1230.49,1237.48999
MERVAL,12-15-04,1238.73999,1253.54,1237.72,1253.46997
MERVAL,12-16-04,1253.81995,1259.62,1246.17,1246.68005
MERVAL,12-17-04,1247.37,1259,1244.66,1255.83997
MERVAL,12-20-04,1256.34998,1307.28,1256.35,1305.87
MERVAL,12-21-04,1307.32996,1331.1,1307.33,1325.29004
MERVAL,12-22-04,1325.29004,1330.29,1312.51,1322.37
MERVAL,12-23-04,1322.98999,1358.97,1322.99,1356.59998
MERVAL,12-24-04,1356.59998,1374.65,1356.6,1366.68994
MERVAL,12-27-04,1366.90002,1385.68,1366.86,1376.25
MERVAL,12-28-04,1376.25,1380.69,1363.41,1366.72998
MERVAL,12-29-04,1365.69995,1389.53,1363.08,1389.53003
MERVAL,12-30-04,1391.76001,1408.1,1381.18,1384.60999
MERVAL,12-31-04,1384.60999,1386.81,1372.8,1375.37
MERVAL,01-03-05,1376.01001,1390.3,1367.62,1369.5
MERVAL,01-04-05,1367.48999,1367.49,1333.81,1337.45996
MERVAL,01-05-05,1336.06006,1336.06,1298.37,1305.56006
MERVAL,01-06-05,1305.56006,1324.82,1305.56,1316.63
MERVAL,01-07-05,1316.81006,1333.15,1304.22,1309.44995
MERVAL,01-10-05,1309.82996,1335.62,1309.45,1334.57996
MERVAL,01-11-05,1339.95996,1356.54,1339.96,1350.92004
MERVAL,01-12-05,1351.57996,1358.55,1336.89,1344.10999
MERVAL,01-13-05,1344.10999,1347.29,1331.88,1347.29004
MERVAL,01-14-05,1348.45996,1353.04,1330.99,1344.69995
MERVAL,01-17-05,1344.69995,1351.81,1341.37,1348.68994
MERVAL,01-18-05,1348.68994,1349.21,1333.84,1345.46997
MERVAL,01-19-05,1343.56995,1352.26,1333.21,1336.95996
MERVAL,01-20-05,1336.95996,1336.96,1313.42,1319.18994
MERVAL,01-21-05,1319.18994,1329.02,1319.13,1325.73999
MERVAL,01-24-05,1325.73999,1326.39,1306.72,1311.92004
MERVAL,01-25-05,1310.63,1321.77,1307.49,1309.67004
MERVAL,01-26-05,1309.67004,1355.32,1306.7,1355.31995
MERVAL,01-27-05,1355.31995,1380.2,1355.32,1378.43005
MERVAL,01-28-05,1378.43005,1389.63,1373.09,1381.92004
MERVAL,01-31-05,1381.80005,1387.36,1370.59,1373.79004
MERVAL,02-01-05,1373.79004,1379.82,1365.3,1373.41003
MERVAL,02-02-05,1373.96997,1379.88,1359.07,1371.02002
MERVAL,02-03-05,1371.87,1399.23,1371.04,1399.22998
MERVAL,02-04-05,1404.02002,1430.37,1404.02,1428.54004
MERVAL,02-07-05,1429.39001,1437.15,1419.66,1434.03003
MERVAL,02-08-05,1434.71997,1480.48,1434.72,1480.10999
MERVAL,02-09-05,1479.93005,1497.64,1468.54,1484.59998
MERVAL,02-10-05,1485.35999,1495.92,1475.17,1487.39001
MERVAL,02-11-05,1488.15002,1511.13,1487.57,1496.91003
MERVAL,02-14-05,1496.91003,1523.77,1496.91,1517.93005
MERVAL,02-15-05,1518.84998,1527.37,1491.14,1493.95996
MERVAL,02-16-05,1494.08997,1509.13,1486.82,1508.83997
MERVAL,02-17-05,1508.83997,1535.83,1502.83,1531.85999
MERVAL,02-18-05,1531.91003,1566,1531.91,1557.77002
MERVAL,02-21-05,1556.78003,1569.32,1533.85,1534.01001
MERVAL,02-22-05,1536.73999,1556.03,1533.73,1556.03003
MERVAL,02-23-05,1559.66003,1571.02,1520.22,1520.90002
MERVAL,02-24-05,1522.03003,1539.22,1510.92,1529.64001
MERVAL,02-25-05,1532.37,1607.47,1532.37,1600.31995
MERVAL,02-28-05,1603.46997,1619.26,1554.05,1558.62
MERVAL,03-01-05,1558.62,1599.42,1550.35,1598.38
MERVAL,03-02-05,1598.66003,1613.82,1582.39,1582.39001
MERVAL,03-03-05,1582.03003,1598.74,1574.55,1577.13
MERVAL,03-04-05,1576.5,1612.73,1548.73,1581.35999
MERVAL,03-07-05,1581.17004,1591.39,1573.98,1590.73999
MERVAL,03-08-05,1590.73999,1613.86,1589.22,1596.81006
MERVAL,03-09-05,1596.81006,1598.61,1523.99,1530.02002
MERVAL,03-10-05,1523.20996,1523.21,1419.48,1471.89001
MERVAL,03-11-05,1467.66003,1486.43,1435.73,1435.94995
MERVAL,03-14-05,1437.17004,1439.42,1367.45,1374.88
MERVAL,03-15-05,1374.46997,1417.41,1374.35,1386.07996
MERVAL,03-16-05,1386.07996,1399.28,1372.39,1388.08997
MERVAL,03-17-05,1388.46997,1452.94,1388.04,1452.93994
MERVAL,03-18-05,1454.22998,1471.05,1450,1458.18994
MERVAL,03-21-05,1458.34998,1458.35,1406.59,1414.40002
MERVAL,03-22-05,1411.18005,1415.65,1385.93,1393.56995
MERVAL,03-23-05,1390.06995,1390.07,1357.92,1364.28003
MERVAL,03-28-05,1363.79004,1363.79,1325.09,1347.98999
MERVAL,03-29-05,1348.63,1369.88,1341.06,1347.77002
MERVAL,03-30-05,1351.85999,1404.25,1351.86,1401.12
MERVAL,03-31-05,1398.40002,1413.04,1389.64,1400.42004
MERVAL,04-01-05,1400.43994,1433.36,1397.46,1424.31006
MERVAL,04-04-05,1424.96997,1425.51,1383.14,1392.51001
MERVAL,04-05-05,1391,1411.28,1382.89,1411.28003
MERVAL,04-06-05,1411.28003,1427.68,1408.89,1423.30005
MERVAL,04-07-05,1423.30005,1425.8,1413.01,1423.46997
MERVAL,04-08-05,1421.95996,1424.46,1413.14,1415.32996
MERVAL,04-11-05,1415.32996,1418.2,1402.8,1408.42004
MERVAL,04-12-05,1403.91003,1403.91,1354.12,1372.58997
MERVAL,04-13-05,1373.68005,1380.18,1340.78,1344.56006
MERVAL,04-14-05,1343.90002,1343.9,1310.27,1325.83997
MERVAL,04-15-05,1325.83997,1332.4,1265.97,1276.47998
MERVAL,04-18-05,1290.62,1312.41,1290.62,1307.90002
MERVAL,04-19-05,1310.83997,1344.87,1310.84,1344.60999
MERVAL,04-20-05,1345.38,1349.8,1300.9,1309.47998
MERVAL,04-21-05,1312.63,1354.99,1312.63,1354.72998
MERVAL,04-22-05,1355.15002,1359.81,1349.52,1354.68005
MERVAL,04-25-05,1354.68005,1377.7,1352.77,1368.81995
MERVAL,04-26-05,1369.59998,1374.89,1350.97,1352.68005
MERVAL,04-27-05,1352.68005,1363.46,1338.4,1356.30005
MERVAL,04-28-05,1355.91003,1356.08,1322.58,1324.75
MERVAL,04-29-05,1327.71997,1348.46,1323.16,1348.34998
MERVAL,05-02-05,1349.08997,1381.34,1349.09,1378.76001
MERVAL,05-03-05,1382.26001,1411.76,1382.26,1404.39001
MERVAL,05-04-05,1405.05005,1444.9,1405.05,1442.13
MERVAL,05-05-05,1446.64001,1458.57,1428.72,1438.08997
MERVAL,05-06-05,1440.06995,1450.36,1419.83,1429.37
MERVAL,05-09-05,1429.37,1429.37,1401.61,1406.84998
MERVAL,05-10-05,1407.5,1407.5,1375.05,1381.33997
MERVAL,05-11-05,1382.34998,1400.53,1374.86,1400.45996
MERVAL,05-12-05,1401.54004,1414.84,1382.61,1389.80005
MERVAL,05-13-05,1390.02002,1464.25,1367.23,1439.60999
MERVAL,05-16-05,1440.66003,1477.7,1440.66,1458.18005
MERVAL,05-17-05,1458.94995,1458.95,1435.91,1444.72998
MERVAL,05-18-05,1444.72998,1460.47,1439.3,1459.32996
MERVAL,05-19-05,1459.57996,1472.07,1447.57,1457.23999
MERVAL,05-20-05,1456.84998,1456.85,1434.98,1435.07996
MERVAL,05-23-05,1435.73999,1450.21,1435.74,1449.63
MERVAL,05-24-05,1452.93005,1460.66,1444.9,1458.17004
MERVAL,05-26-05,1452.58997,1452.84,1441.28,1447.06006
MERVAL,05-27-05,1448.29004,1461.61,1448.29,1460.71997
MERVAL,05-30-05,1460.71997,1498.66,1460.72,1497.83997
MERVAL,05-31-05,1496.34998,1496.35,1480.39,1485.55005
MERVAL,06-01-05,1485.85999,1516.93,1485.86,1516.17004
MERVAL,06-02-05,1516.27002,1541.31,1516.27,1531.17004
MERVAL,06-03-05,1531.39001,1532.94,1506.12,1506.12
MERVAL,06-06-05,1507.65002,1509.43,1481.05,1486.06995
MERVAL,06-07-05,1486.06995,1493.74,1474.34,1490.30005
MERVAL,06-08-05,1492.06006,1499.3,1484.34,1489.29004
MERVAL,06-09-05,1489.68005,1489.68,1444.34,1450.95996
MERVAL,06-10-05,1450.95996,1455.83,1432.68,1435.30005
MERVAL,06-13-05,1435.72998,1445.46,1421.25,1421.25
MERVAL,06-14-05,1422.01001,1436.37,1416.44,1435.28003
MERVAL,06-15-05,1436.44995,1454.43,1429.48,1453.66003
MERVAL,06-16-05,1454.92004,1464.62,1449.77,1458.69995
MERVAL,06-17-05,1459.78003,1463.09,1439.06,1443.98999
MERVAL,06-21-05,1443.98999,1463.37,1442.65,1462.08997
MERVAL,06-22-05,1462.08997,1471.5,1460.82,1464.80005
MERVAL,06-23-05,1463.30005,1464.96,1438.04,1439.43005
MERVAL,06-24-05,1438.67004,1444.61,1423.67,1444.60999
MERVAL,06-27-05,1443.94995,1444.78,1420.05,1421.25
MERVAL,06-28-05,1421.25,1430.54,1417.91,1419.64001
MERVAL,06-29-05,1419.83997,1420.98,1374.55,1374.55005
MERVAL,06-30-05,1376.06006,1390.04,1367.41,1367.41003
MERVAL,07-01-05,1366.56006,1380.07,1340.09,1361.31995
MERVAL,07-04-05,1361.83997,1374.03,1356.6,1366.92004
MERVAL,07-05-05,1368.10999,1392.12,1368.11,1382.07996
MERVAL,07-06-05,1380.68005,1383.72,1354.31,1356.21997
MERVAL,07-07-05,1354.29004,1391.1,1343.26,1391.09998
MERVAL,07-08-05,1392.48999,1409.73,1386.46,1386.77002
MERVAL,07-11-05,1386.77002,1413.41,1386.77,1410.35999
MERVAL,07-12-05,1411.64001,1426.55,1408.09,1422.31006
MERVAL,07-13-05,1418.10999,1423.36,1404.55,1423.35999
MERVAL,07-14-05,1424.55005,1466.57,1424.55,1466.56995
MERVAL,07-15-05,1463.77002,1478.21,1457.78,1462.93994
MERVAL,07-18-05,1462.93994,1478.24,1460.43,1473.03003
MERVAL,07-19-05,1473.81995,1492.77,1463.3,1492.18005
MERVAL,07-20-05,1492.44995,1504.38,1482.41,1487.81006
MERVAL,07-21-05,1489.68994,1494.79,1475.25,1478.98999
MERVAL,07-22-05,1478.98999,1484.09,1475.86,1481.79004
MERVAL,07-25-05,1484.37,1484.37,1448.79,1453.93005
MERVAL,07-26-05,1453.93005,1482.07,1447.15,1479.65002
MERVAL,07-27-05,1479.65002,1508.07,1477.18,1502.93005
MERVAL,07-28-05,1508,1521.65,1505.7,1511.16003
MERVAL,07-29-05,1514.34998,1521.13,1498.53,1507.58997
MERVAL,08-01-05,1511.44995,1527.34,1507.32,1522.70996
MERVAL,08-02-05,1523.91003,1541.34,1523.91,1535.51001
MERVAL,08-03-05,1535.29004,1541.45,1503.1,1508.22998
MERVAL,08-04-05,1507.72998,1526.95,1506.33,1526.84998
MERVAL,08-05-05,1526.84998,1531.32,1505.13,1517.90002
MERVAL,08-08-05,1520.5,1530.32,1484.96,1494
MERVAL,08-09-05,1494.26001,1507.22,1483.19,1504.04004
MERVAL,08-10-05,1505.43994,1516.34,1503.65,1509.22998
MERVAL,08-11-05,1509.22998,1513.01,1485.01,1496.58997
MERVAL,08-12-05,1492.39001,1492.39,1467.88,1479.32996
MERVAL,08-16-05,1480.53003,1487.42,1466.38,1470.97998
MERVAL,08-17-05,1469.57996,1497.56,1467.83,1490.83997
MERVAL,08-18-05,1491.48999,1501.57,1481.92,1484.66003
MERVAL,08-19-05,1487.01001,1495.42,1470.56,1495.42004
MERVAL,08-22-05,1495.42004,1533.81,1495.42,1532.64001
MERVAL,08-23-05,1532.71997,1540.53,1522.43,1525.81995
MERVAL,08-24-05,1526.12,1542.96,1526.12,1535.98999
MERVAL,08-25-05,1536.78003,1573.08,1536.78,1573.07996
MERVAL,08-26-05,1574.66003,1579.89,1561.69,1564.76001
MERVAL,08-29-05,1568.21997,1584.95,1567.39,1584
MERVAL,08-30-05,1584,1597.86,1577.54,1589.42004
MERVAL,08-31-05,1590.21997,1597.56,1576.08,1581.65002
MERVAL,09-01-05,1588.17004,1615.08,1585.29,1612.93994
MERVAL,09-02-05,1612.93994,1624.33,1589.04,1592.68005
MERVAL,09-05-05,1593.46997,1616.49,1593.47,1610.29004
MERVAL,09-06-05,1611.68994,1623.74,1593.83,1607.41003
MERVAL,09-07-05,1606.31006,1608.16,1592.98,1608.03003
MERVAL,09-08-05,1609.82996,1625.53,1607.64,1615.57996
MERVAL,09-09-05,1615.96997,1624.02,1603.19,1611.46997
MERVAL,09-12-05,1611.46997,1615.33,1586.76,1587.40002
MERVAL,09-13-05,1586,1591.32,1581.17,1589.31006
MERVAL,09-14-05,1589.51001,1619.93,1589.51,1618.09998
MERVAL,09-15-05,1618.70996,1643.8,1618.71,1629.56006
MERVAL,09-16-05,1629.56006,1640.95,1625.66,1628.13
MERVAL,09-19-05,1638.59998,1654.13,1637.19,1649.94995
MERVAL,09-20-05,1649.94995,1663.49,1642.14,1644.18994
MERVAL,09-21-05,1646.91003,1665.78,1646.01,1658.94995
MERVAL,09-22-05,1659.54004,1664.28,1635.16,1652.38
MERVAL,09-23-05,1652.38,1662.92,1650.25,1658.83997
MERVAL,09-26-05,1659.63,1664.29,1655.47,1663.38
MERVAL,09-27-05,1663.97998,1675.9,1652.6,1668.48999
MERVAL,09-28-05,1669.53003,1690.86,1669.53,1687.78003
MERVAL,09-29-05,1688.17004,1710.48,1684.77,1709.89001
MERVAL,09-30-05,1712.06006,1725.81,1694.83,1694.82996
MERVAL,10-03-05,1698.22998,1734.01,1698.23,1731.32996
MERVAL,10-04-05,1731.91003,1738.44,1681.09,1687.25
MERVAL,10-05-05,1687.25,1688.34,1634.56,1647.37
MERVAL,10-06-05,1647.37,1655.26,1608.32,1621.02002
MERVAL,10-07-05,1624.77002,1657.44,1624.77,1655.90002
MERVAL,10-11-05,1661.12,1661.12,1628.7,1643.95996
MERVAL,10-12-05,1644.42004,1656.57,1589.44,1604.56006
MERVAL,10-13-05,1603.79004,1603.79,1556.77,1586.08997
MERVAL,10-14-05,1587.17004,1612.46,1578.42,1603.70996
MERVAL,10-17-05,1603.70996,1616.93,1603.71,1613.68005
MERVAL,10-18-05,1610.51001,1612.37,1585.58,1589.96997
MERVAL,10-19-05,1589.77002,1601.59,1556.26,1601.58997
MERVAL,10-20-05,1601.58997,1602.84,1569.85,1572.68994
MERVAL,10-21-05,1574.45996,1596.34,1569.76,1593.10999
MERVAL,10-24-05,1594.20996,1629.82,1594.21,1623.16003
MERVAL,10-25-05,1624.71997,1632.22,1574.77,1577.02002
MERVAL,10-26-05,1587.67004,1611.9,1587.1,1609.78003
MERVAL,10-27-05,1610.89001,1612.16,1575.1,1577.67004
MERVAL,10-28-05,1579.64001,1602.63,1573.39,1602.63
MERVAL,10-31-05,1604.79004,1626.25,1601.84,1608.85999
MERVAL,11-01-05,1609.41003,1628.04,1608.6,1621.47998
MERVAL,11-02-05,1622.03003,1638.95,1621.01,1638.94995
MERVAL,11-03-05,1640.60999,1690.4,1640.61,1683.53003
MERVAL,11-04-05,1683.53003,1685.45,1661.47,1672.01001
MERVAL,11-07-05,1671.42004,1674.31,1631.88,1646.92004
MERVAL,11-08-05,1642.33997,1645.55,1611.52,1615.58997
MERVAL,11-09-05,1617.27002,1629.36,1590.65,1592.43005
MERVAL,11-10-05,1589.67004,1590.07,1566.66,1581.28003
MERVAL,11-11-05,1582.81006,1602.42,1579.47,1592.51001
MERVAL,11-14-05,1591.94995,1598.49,1586.54,1594.93994
MERVAL,11-15-05,1595.05005,1595.41,1571.45,1572.83997
MERVAL,11-16-05,1573.04004,1584.58,1553.44,1584.57996
MERVAL,11-17-05,1584.57996,1615.66,1584.58,1600.83997
MERVAL,11-18-05,1602.04004,1611.23,1596.9,1603.75
MERVAL,11-21-05,1607.67004,1612.18,1601.52,1606.95996
MERVAL,11-22-05,1606.95996,1625.73,1606.71,1625.72998
MERVAL,11-23-05,1624.30005,1638.96,1624.3,1627.38
MERVAL,11-24-05,1626.92004,1631.47,1619.55,1631.46997
MERVAL,11-25-05,1631.82996,1641.61,1625.9,1629.63
MERVAL,11-28-05,1629.63,1630.57,1535.1,1556.52002
MERVAL,11-29-05,1555.82996,1555.83,1516.36,1533.46997
MERVAL,11-30-05,1533.31006,1554.68,1533.31,1554.67004
MERVAL,12-01-05,1558.42004,1574.24,1519.86,1519.85999
MERVAL,12-02-05,1523.60999,1562.48,1523.61,1543.68005
MERVAL,12-05-05,1545.33997,1580.3,1545.34,1560.39001
MERVAL,12-06-05,1560.47998,1566.07,1549.77,1558.67004
